sample_id,onset,offset,label
6784,0.0,10.0,51
6785,0.0,10.0,51
6786,0.0,10.0,51
6790,0.0,10.0,40
6791,1.07,8.93,38
6792,0.0,10.0,80
6794,4.86,10.0,72
6795,0.0,5.14,72
6796,2.04,7.97,1
6797,0.0,10.0,77
6798,0.0,10.0,77
6802,0.0,10.0,9
6803,0.48,10.0,29
6804,0.0,10.0,29
6805,0.0,8.09,11
6806,0.0,10.0,72
6807,0.0,10.0,72
6808,0.0,10.0,72
6809,0.0,10.0,8
6810,0.0,10.0,8
6812,3.54,10.0,23
6813,0.0,6.46,23
6814,0.0,10.0,17
6816,0.0,10.0,81
6817,0.0,10.0,81
6819,2.53,7.48,70
6820,0.0,6.08,9
6822,1.08,8.93,5
6824,0.78,10.0,18
6825,0.0,10.0,18
6826,0.0,10.0,18
6827,0.0,10.0,20
6828,0.0,10.0,76
6831,4.14,5.86,81
6832,0.0,10.0,32
6833,0.0,10.0,32
6834,0.0,10.0,3
6835,3.56,10.0,59
6836,0.0,10.0,14
6837,0.0,1.76,14
6838,0.0,10.0,82
6839,0.0,2.34,71
6847,0.0,6.58,10
6851,2.6,5.6,7
6852,2.0,10.0,9
6853,0.0,8.0,9
6854,3.52,10.0,47
6855,0.0,6.47,47
6856,0.0,10.0,79
6857,0.0,10.0,10
6858,0.0,10.0,10
6859,0.0,10.0,10
6860,0.0,10.0,10
6861,3.37,10.0,66
6862,0.0,10.0,66
6867,3.32,10.0,49
6868,0.0,10.0,49
6869,0.0,10.0,49
6870,0.0,10.0,82
6871,0.0,10.0,82
6872,0.0,9.99,82
6873,0.0,10.0,48
6874,0.0,10.0,48
6875,0.0,10.0,48
6876,0.0,10.0,48
6877,0.0,10.0,17
6878,0.0,10.0,17
6879,0.0,10.0,17
6880,0.0,8.15,17
6886,0.0,7.24,25
6887,0.0,10.0,48
6888,0.0,10.0,48
6889,0.0,10.0,48
6890,0.0,10.0,48
6891,0.0,10.0,48
6892,2.38,7.62,5
6899,0.2,10.0,49
6900,0.0,10.0,49
6901,0.0,10.0,49
6902,0.0,9.8,49
6903,4.86,10.0,37
6904,0.0,5.14,37
6908,0.0,10.0,58
6909,0.0,10.0,58
6910,0.0,10.0,58
6911,4.67,6.15,66
6914,2.44,7.56,16
6915,4.48,5.52,66
6916,0.0,10.0,29
6917,0.0,10.0,29
6918,0.76,10.0,76
6919,0.0,10.0,76
6920,0.0,10.0,76
6921,0.0,10.0,76
6922,0.0,10.0,76
6923,0.0,9.95,76
6924,0.02,10.0,3
6925,0.0,10.0,3
6926,0.0,10.0,3
6927,0.02,10.0,73
6928,0.0,9.98,73
6929,2.71,7.29,22
6930,2.95,10.0,51
6931,0.0,10.0,51
6932,0.0,7.05,51
6935,3.48,10.0,17
6943,0.0,10.0,14
6944,0.0,3.3,71
6948,0.0,10.0,36
6955,0.0,10.0,53
6956,0.0,10.0,53
6957,0.0,10.0,53
6958,0.0,10.0,53
6959,0.0,10.0,53
6960,0.0,10.0,53
6961,0.0,10.0,53
6962,0.0,10.0,2
6963,0.0,10.0,78
6964,0.0,10.0,77
6965,0.0,10.0,77
6966,0.0,10.0,77
6967,0.0,10.0,77
6968,0.0,10.0,77
6969,0.0,10.0,55
6970,4.54,10.0,44
6971,0.0,10.0,44
6972,0.0,7.3,44
6973,4.17,5.83,65
6974,0.0,10.0,2
6975,0.0,10.0,2
6976,0.0,10.0,2
6977,0.0,10.0,2
6978,0.0,10.0,2
6979,3.5,6.5,22
6980,2.33,7.68,64
6982,4.51,8.98,20
6983,3.5,6.5,54
6984,2.15,7.85,18
6985,3.3,10.0,1
6986,0.0,6.7,1
6989,2.31,7.69,44
6990,4.52,5.84,45
6993,1.92,8.07,61
6994,3.73,5.56,21
6995,2.39,7.62,60
6996,3.5,6.5,12
6998,6.64,9.64,25
6999,2.36,7.64,40
7000,3.5,6.5,38
7001,2.33,7.68,77
7002,2.09,7.9,61
7004,1.7,8.3,13
7006,2.57,7.43,52
7007,1.81,8.19,80
7008,2.53,7.47,29
7010,6.13,9.13,61
7011,3.5,6.5,59
7012,0.5,9.5,49
7013,3.5,6.5,31
7014,3.34,6.66,37
7015,2.68,7.32,27
7016,3.84,6.16,61
7018,1.72,8.28,30
7019,3.29,6.71,20
7020,2.01,8.0,12
7022,4.83,7.83,38
7023,4.29,5.71,81
7024,1.98,8.02,61
7025,3.5,6.5,76
7029,0.7,9.3,3
7031,3.5,6.5,48
7032,0.0,10.0,1
7034,1.32,8.67,18
7035,2.88,10.0,1
7036,0.0,7.12,1
7037,0.42,1.77,85
7042,0.38,10.0,61
7043,0.0,5.7,21
7045,3.08,10.0,35
7046,1.09,10.0,31
7047,0.0,10.0,31
7049,1.07,10.0,3
7050,0.0,10.0,3
7051,0.0,10.0,3
7052,0.0,10.0,3
7053,0.0,10.0,3
7055,3.65,10.0,60
7056,0.0,6.35,60
7057,3.5,6.5,59
7058,2.92,7.07,28
7059,0.0,10.0,27
7060,0.0,10.0,27
7061,0.0,10.0,27
7062,0.0,10.0,27
7063,0.0,10.0,27
7064,0.86,10.0,1
7065,0.0,9.13,1
7066,4.23,7.23,5
7068,2.97,7.04,41
7069,2.01,7.98,59
7070,7.09,10.0,66
7071,0.0,7.9,66
7074,0.67,10.0,78
7076,4.48,7.48,32
7080,2.58,10.0,31
7081,0.0,7.41,31
7082,0.0,10.0,11
7083,0.0,10.0,11
7084,3.12,6.88,43
7090,0.0,10.0,14
7091,0.0,10.0,14
7092,0.0,10.0,14
7093,0.0,10.0,14
7094,0.0,10.0,14
7095,0.0,10.0,14
7096,0.0,10.0,49
7097,0.0,10.0,49
7098,0.0,10.0,49
7099,0.0,10.0,49
7100,0.0,5.77,49
7101,1.25,3.36,1
7102,3.77,9.17,70
7104,0.46,10.0,27
7105,0.0,10.0,27
7106,0.0,10.0,27
7107,0.0,9.54,27
7108,1.11,10.0,26
7109,0.0,10.0,26
7110,0.0,10.0,26
7111,0.0,10.0,26
7112,1.34,10.0,76
7113,0.0,8.66,76
7114,2.53,7.47,40
7115,7.14,9.99,0
7116,0.0,8.36,67
7117,0.42,10.0,42
7118,0.0,10.0,42
7119,0.0,10.0,42
7120,3.03,6.98,66
7123,3.5,6.5,12
7124,3.8,5.45,66
7126,2.88,10.0,18
7127,0.0,7.11,18
7130,0.0,10.0,54
7131,0.0,10.0,54
7132,0.0,10.0,64
7143,6.8,10.0,3
7144,0.0,10.0,3
7145,0.0,9.99,3
7146,3.26,9.46,33
7147,0.0,10.0,48
7148,0.08,9.99,0
7149,0.0,4.64,39
7150,0.0,4.44,78
7152,0.49,10.0,6
7153,0.0,10.0,6
7154,0.0,9.51,6
7155,0.0,7.87,53
7156,0.0,10.0,82
7157,0.34,9.66,11
7158,0.0,10.0,47
7159,0.0,10.0,47
7160,0.0,10.0,47
7161,0.0,10.0,47
7162,0.0,3.0,61
7163,3.24,6.01,74
7164,0.0,2.37,15
7165,0.53,9.47,53
7166,0.0,7.38,16
7167,0.0,10.0,32
7168,0.0,10.0,32
7169,0.0,10.0,32
7170,0.0,10.0,82
7171,0.0,10.0,82
7172,0.0,9.97,82
7173,7.38,10.0,59
7174,0.0,10.0,59
7175,0.0,8.09,59
7176,0.0,10.0,36
7177,0.0,10.0,11
7178,0.0,10.0,11
7179,0.0,10.0,11
7180,0.0,10.0,11
7181,0.0,10.0,11
7182,0.0,10.0,11
7183,0.0,10.0,11
7184,2.58,10.0,25
7185,0.0,10.0,25
7186,0.0,7.42,25
7189,0.0,10.0,48
7191,2.92,9.48,17
7192,0.29,10.0,68
7193,0.0,10.0,68
7194,0.0,9.95,68
7202,0.0,10.0,52
7203,0.0,7.14,52
7205,4.58,10.0,38
7206,0.0,5.42,38
7207,8.55,10.0,37
7208,0.0,9.65,37
7209,0.0,10.0,31
7210,0.0,10.0,31
7211,0.0,10.0,31
7212,0.0,10.0,31
7213,0.0,10.0,31
7215,4.6,8.37,83
7217,0.0,10.0,63
7218,0.0,10.0,63
7219,0.0,10.0,63
7220,0.0,10.0,32
7221,2.56,7.44,73
7222,0.0,10.0,64
7223,0.0,5.32,64
7224,0.0,10.0,36
7225,0.0,10.0,36
7228,7.0,10.0,64
7231,0.0,10.0,23
7232,0.0,10.0,23
7236,2.86,10.0,46
7237,0.0,7.14,46
7239,0.0,10.0,2
7240,0.0,10.0,2
7241,0.0,10.0,2
7242,0.0,10.0,11
7243,0.0,10.0,11
7244,0.0,10.0,11
7245,0.0,10.0,11
7246,0.0,10.0,11
7248,0.46,10.0,57
7249,0.0,9.99,57
7250,0.58,9.42,72
7251,0.0,7.55,76
7253,0.0,10.0,32
7254,0.0,10.0,32
7256,3.97,9.78,22
7257,0.69,10.0,24
7258,0.0,10.0,24
7259,1.02,10.0,51
7260,0.0,10.0,51
7261,0.0,10.0,51
7262,0.0,10.0,85
7263,0.0,6.63,85
7264,4.27,10.0,32
7265,3.3,6.69,17
7267,0.0,10.0,16
7268,0.0,10.0,65
7269,0.0,10.0,61
7270,0.0,10.0,61
7276,1.94,10.0,27
7277,0.0,10.0,27
7278,0.0,10.0,27
7279,0.0,10.0,27
7280,0.0,9.98,27
7281,0.0,10.0,63
7282,0.0,10.0,63
7283,0.0,10.0,63
7284,3.31,9.85,1
7285,0.0,10.0,53
7286,0.0,10.0,53
7287,0.0,10.0,53
7288,0.0,10.0,53
7289,0.0,10.0,53
7290,0.0,10.0,53
7291,0.0,4.8,54
7292,0.0,10.0,50
7293,0.0,9.94,35
7294,6.01,10.0,53
7295,0.0,10.0,53
7296,0.0,9.99,53
7299,5.45,10.0,73
7301,0.0,10.0,2
7302,0.0,10.0,2
7303,0.0,10.0,2
7304,0.0,10.0,2
7305,0.0,10.0,2
7306,4.84,10.0,53
7307,0.0,10.0,53
7308,0.0,10.0,53
7309,0.0,5.16,53
7310,0.0,3.14,32
7312,0.0,2.51,69
7323,1.29,8.71,45
7324,0.0,9.06,47
7329,0.0,10.0,48
7330,0.0,10.0,48
7331,0.0,3.17,62
7333,0.0,10.0,82
7334,2.19,10.0,57
7335,4.85,10.0,3
7336,0.0,10.0,3
7337,0.0,2.45,83
7338,0.0,10.0,38
7347,6.26,10.0,3
7348,0.0,10.0,3
7349,3.76,10.0,18
7350,0.0,10.0,18
7351,0.0,9.98,18
7352,0.0,8.87,74
7357,0.0,10.0,79
7358,1.6,8.4,39
7359,1.57,8.43,54
7360,0.0,10.0,53
7361,0.0,10.0,53
7362,0.0,10.0,53
7363,0.0,8.76,29
7365,0.02,10.0,56
7366,0.0,10.0,56
7367,0.0,10.0,56
7368,4.22,10.0,14
7369,0.0,10.0,14
7370,0.0,10.0,14
7371,0.0,5.79,14
7372,3.38,6.62,54
7373,0.0,10.0,28
7374,0.0,10.0,28
7375,0.0,10.0,28
7376,0.0,10.0,28
7377,2.57,7.43,35
7378,6.56,9.56,66
7379,0.0,10.0,32
7380,0.0,9.92,39
7381,0.0,10.0,30
7382,1.28,10.0,18
7383,0.0,10.0,18
7384,0.0,10.0,18
7385,0.0,10.0,18
7386,0.0,10.0,63
7387,0.0,10.0,63
7388,0.0,10.0,63
7389,0.0,10.0,63
7390,0.0,10.0,3
7391,3.78,6.22,62
7395,0.0,10.0,7
7396,0.0,5.77,7
7404,3.14,10.0,51
7405,0.0,8.27,51
7406,0.0,10.0,3
7407,0.0,10.0,3
7408,2.69,7.32,10
7416,2.89,10.0,47
7417,0.0,10.0,47
7418,0.0,10.0,47
7419,0.0,10.0,47
7420,0.0,10.0,47
7421,0.0,8.24,47
7425,0.0,10.0,17
7426,4.98,10.0,53
7427,0.0,10.0,53
7431,0.0,10.0,11
7432,0.0,10.0,11
7433,0.0,10.0,11
7434,0.0,10.0,11
7435,0.0,10.0,11
7436,0.18,9.82,85
7437,0.0,10.0,22
7438,0.0,10.0,22
7447,1.14,10.0,66
7448,0.0,8.86,66
7449,2.85,6.7,17
7451,0.0,10.0,41
7452,0.0,10.0,41
7453,0.0,10.0,41
7454,3.81,9.99,72
7455,0.0,10.0,11
7456,0.0,10.0,11
7458,0.0,10.0,10
7459,0.0,10.0,10
7460,0.0,10.0,10
7464,0.0,10.0,4
7465,0.0,10.0,4
7466,3.5,6.5,44
7467,3.43,10.0,60
7468,0.0,10.0,60
7469,0.12,10.0,3
7470,0.0,10.0,3
7471,0.0,9.88,3
7472,1.01,10.0,6
7473,3.46,6.54,1
7474,1.2,10.0,1
7475,0.0,10.0,1
7476,0.0,10.0,1
7477,0.0,8.8,1
7478,0.0,10.0,55
7479,0.0,10.0,55
7481,0.75,3.75,33
7482,3.5,6.5,78
7483,0.21,10.0,7
7484,4.08,7.08,58
7485,0.0,6.49,21
7486,0.0,10.0,7
7487,0.0,10.0,7
7488,3.88,6.12,54
7489,4.03,5.97,66
7492,0.0,10.0,17
7493,0.0,10.0,17
7494,0.0,9.12,17
7495,0.0,10.0,56
7496,0.0,10.0,56
7497,0.0,10.0,56
7498,0.0,10.0,56
7499,0.91,10.0,26
7500,0.0,10.0,26
7501,0.0,10.0,26
7502,0.0,9.99,26
7503,4.19,10.0,64
7504,0.0,10.0,64
7505,0.0,4.37,64
7506,0.46,9.54,6
7507,0.0,5.13,9
7508,0.0,10.0,30
7509,0.0,10.0,30
7510,0.0,10.0,77
7511,0.0,10.0,36
7512,0.0,10.0,36
7513,0.0,10.0,36
7514,2.16,10.0,42
7515,0.0,10.0,42
7516,0.0,7.84,42
7517,0.0,10.0,78
7518,0.0,10.0,28
7519,0.0,10.0,28
7520,0.0,3.37,28
7521,0.66,10.0,3
7522,0.0,9.34,3
7529,0.67,10.0,57
7530,0.0,10.0,57
7531,0.0,10.0,57
7532,0.0,10.0,57
7533,0.0,10.0,57
7535,0.0,9.82,40
7536,0.0,10.0,37
7537,0.0,10.0,37
7538,0.0,10.0,37
7539,0.0,10.0,37
7540,0.0,10.0,37
7543,8.75,10.0,1
7544,0.0,9.98,1
7545,0.0,10.0,36
7546,0.0,10.0,36
7547,0.0,10.0,36
7548,0.0,8.71,7
7552,3.29,10.0,66
7553,0.0,9.75,66
7554,0.0,10.0,6
7555,0.0,10.0,6
7556,0.06,2.94,35
7558,0.49,10.0,3
7559,0.0,9.51,3
7560,1.02,8.99,72
7561,0.0,10.0,73
7562,0.0,10.0,73
7567,0.76,10.0,29
7568,0.0,10.0,29
7569,0.0,10.0,29
7570,0.0,10.0,29
7571,0.0,7.9,32
7572,0.0,9.97,1
7576,7.88,10.0,68
7577,0.0,10.0,68
7578,0.0,10.0,68
7579,0.0,9.98,68
7580,1.34,10.0,67
7581,0.0,10.0,67
7582,0.0,10.0,67
7583,0.0,5.78,61
7584,2.09,10.0,11
7585,0.0,10.0,11
7586,0.0,10.0,11
7587,0.0,10.0,11
7588,0.7,10.0,67
7589,4.81,9.98,14
7590,0.0,10.0,1
7591,0.0,10.0,1
7592,0.0,10.0,1
7593,0.0,10.0,1
7594,0.0,10.0,1
7595,0.0,10.0,1
7596,0.0,10.0,1
7597,0.0,3.56,1
7598,1.79,8.21,5
7599,3.86,10.0,64
7600,0.0,10.0,64
7601,0.0,9.98,64
7602,0.0,10.0,74
7604,1.02,10.0,73
7605,0.0,9.99,73
7606,0.0,10.0,11
7607,0.0,10.0,36
7608,0.0,10.0,36
7609,0.0,10.0,36
7610,0.0,10.0,36
7611,0.37,4.04,84
7619,0.0,9.28,37
7620,3.41,10.0,83
7621,0.0,9.91,83
7622,1.76,10.0,2
7623,0.0,10.0,2
7624,0.0,10.0,2
7631,0.0,10.0,74
7634,0.0,10.0,61
7635,0.0,1.67,61
7638,0.64,10.0,11
7639,0.0,9.99,11
7640,1.6,10.0,32
7641,0.0,8.4,32
7644,2.16,10.0,13
7645,0.0,10.0,13
7646,0.0,10.0,13
7647,0.0,10.0,13
7648,0.0,9.97,13
7649,0.4,7.17,65
7650,0.54,9.46,71
7661,4.94,10.0,71
7662,0.0,5.06,71
7663,1.84,8.16,54
7664,0.0,10.0,5
7665,0.0,10.0,5
7666,0.0,10.0,5
7668,4.6,6.55,71
7669,0.45,10.0,55
7670,0.0,10.0,55
7671,0.0,10.0,55
7672,0.0,10.0,55
7673,0.0,10.0,55
7674,0.0,7.96,81
7677,0.0,10.0,67
7678,0.0,10.0,67
7679,3.74,10.0,8
7680,0.0,10.0,8
7681,0.0,10.0,8
7682,0.0,10.0,8
7683,0.6,10.0,9
7684,0.0,4.94,9
7688,4.03,10.0,2
7689,0.0,10.0,2
7690,4.42,10.0,13
7691,0.0,10.0,13
7692,0.0,10.0,13
7693,0.0,10.0,13
7694,0.0,10.0,13
7695,3.58,10.0,12
7696,0.0,6.42,12
7697,4.75,10.0,3
7698,0.0,9.98,3
7699,0.0,4.95,34
7700,0.03,10.0,47
7701,0.0,3.69,47
7702,0.68,9.32,28
7703,0.0,10.0,4
7704,0.0,10.0,4
7705,0.59,10.0,51
7706,0.0,10.0,51
7707,0.0,10.0,51
7708,0.4,10.0,60
7709,0.0,10.0,60
7710,0.0,10.0,60
7711,0.0,9.6,60
7714,0.46,10.0,40
7715,0.0,10.0,40
7716,0.0,10.0,40
7717,0.0,10.0,3
7718,0.0,10.0,29
7719,0.0,10.0,29
7720,0.0,8.24,64
7721,2.82,10.0,75
7722,0.0,10.0,75
7723,0.0,7.18,75
7724,0.0,10.0,34
7725,0.12,10.0,73
7726,0.2,10.0,55
7727,0.0,10.0,55
7728,2.7,10.0,49
7729,0.0,10.0,49
7730,0.0,10.0,49
7731,0.0,7.3,49
7733,0.0,9.84,59
7734,0.0,10.0,3
7735,0.0,10.0,3
7736,0.39,9.6,44
7737,0.12,9.88,44
7740,3.66,8.08,79
7741,3.21,10.0,49
7742,0.0,4.68,49
7743,1.34,5.69,9
7744,0.0,10.0,29
7745,0.0,10.0,29
7746,0.0,10.0,31
7747,0.0,10.0,31
7752,0.0,10.0,80
7753,0.0,10.0,80
7754,0.0,10.0,80
7755,0.0,10.0,80
7756,2.99,10.0,9
7757,0.0,7.01,9
7758,0.0,10.0,75
7759,0.0,10.0,75
7760,0.0,10.0,36
7766,2.76,10.0,38
7767,0.0,9.97,38
7768,5.74,9.9,72
7769,1.64,10.0,33
7770,0.0,10.0,33
7771,0.0,10.0,33
7772,0.0,9.88,33
7774,5.09,10.0,46
7775,0.0,6.99,46
7779,0.65,9.93,79
7780,3.58,6.42,1
7781,2.66,10.0,83
7782,0.0,10.0,83
7783,0.0,10.0,49
7784,0.0,10.0,49
7785,0.0,10.0,49
7786,0.0,10.0,49
7787,0.0,6.86,84
7788,0.0,8.75,20
7789,0.0,6.07,0
7790,0.54,10.0,61
7791,2.19,7.81,5
7794,0.0,8.71,30
7795,0.0,10.0,69
7796,0.0,10.0,69
7797,0.0,10.0,69
7799,0.0,7.93,72
7800,0.0,4.42,5
7801,0.24,9.76,6
7802,0.05,10.0,31
7803,0.0,9.95,31
7804,0.0,10.0,3
7805,3.08,10.0,44
7806,0.0,6.92,44
7815,5.21,10.0,46
7816,0.0,5.26,46
7817,4.45,9.99,54
7818,0.0,10.0,55
7819,0.0,10.0,55
7820,0.0,10.0,55
7821,0.0,10.0,55
7822,0.0,10.0,55
7823,1.63,10.0,0
7824,0.0,9.99,0
7829,0.0,9.32,64
7830,2.9,7.1,34
7831,3.35,5.18,61
7832,0.0,10.0,38
7833,0.0,10.0,38
7834,3.35,9.98,12
7835,0.0,10.0,72
7836,0.0,10.0,27
7837,0.0,10.0,27
7838,0.0,4.37,27
7839,2.43,10.0,57
7840,0.0,10.0,57
7841,0.0,10.0,57
7842,0.0,10.0,57
7843,0.0,9.98,57
7850,2.98,5.69,15
7851,0.0,10.0,33
7852,0.0,10.0,33
7853,0.0,10.0,33
7854,0.05,10.0,61
7855,0.0,9.95,61
7856,0.0,10.0,56
7857,0.0,10.0,56
7858,3.27,6.74,9
7859,0.0,10.0,46
7861,0.0,10.0,51
7862,0.0,10.0,51
7868,1.98,8.02,13
7869,4.65,10.0,67
7870,0.0,10.0,42
7871,0.0,10.0,42
7872,0.0,10.0,42
7875,2.48,10.0,1
7876,0.0,4.8,1
7877,1.45,8.55,24
7878,0.0,10.0,47
7879,0.0,10.0,47
7880,0.72,10.0,75
7881,0.0,10.0,75
7882,0.0,6.02,73
7883,1.57,5.73,10
7887,4.39,5.61,35
7894,4.38,9.96,37
7895,2.68,7.32,73
7896,0.0,10.0,26
7897,0.0,10.0,26
7898,4.4,10.0,51
7899,0.0,10.0,51
7900,0.0,10.0,51
7901,0.0,7.99,51
7907,0.0,10.0,39
7908,3.65,6.34,83
7909,1.39,10.0,57
7910,0.0,10.0,57
7911,6.31,10.0,74
7912,0.0,10.0,74
7913,0.0,10.0,74
7914,0.0,9.99,74
7915,0.0,10.0,60
7916,0.0,10.0,60
7917,0.0,10.0,60
7918,0.0,10.0,60
7919,0.0,10.0,60
7920,0.98,2.76,65
7921,3.5,6.5,70
7922,1.93,8.07,62
7923,0.0,10.0,17
7924,0.0,10.0,17
7926,0.0,4.84,72
7927,2.66,8.89,3
7928,0.0,2.19,83
7930,0.85,9.14,44
7931,3.45,10.0,44
7932,0.0,10.0,44
7933,0.0,3.46,44
7934,1.97,10.0,77
7935,0.0,8.03,77
7936,0.0,9.1,17
7937,0.0,10.0,48
7938,0.0,10.0,48
7939,0.0,8.24,61
7940,0.17,9.83,0
7946,0.0,10.0,13
7947,0.0,10.0,13
7952,0.0,7.02,64
7955,0.0,8.33,82
7957,0.0,10.0,52
7958,0.0,4.27,52
7959,7.88,8.98,62
7964,0.0,10.0,13
7965,0.0,10.0,75
7966,0.0,10.0,75
7967,0.0,10.0,75
7968,0.0,10.0,22
7969,0.0,1.38,22
7971,0.0,9.46,20
7973,0.0,10.0,15
7974,0.0,10.0,15
7975,0.0,10.0,31
7976,0.0,10.0,31
7977,0.0,10.0,31
7978,0.0,10.0,31
7979,0.0,10.0,31
7980,0.0,10.0,4
7981,0.0,10.0,4
7982,0.0,10.0,4
7983,0.23,7.19,38
7984,0.0,10.0,56
7985,0.0,10.0,56
7986,0.0,10.0,56
7987,0.0,10.0,56
7988,0.0,10.0,56
7989,0.0,10.0,56
7990,0.0,10.0,56
8002,0.0,10.0,27
8003,0.0,10.0,27
8004,0.0,10.0,27
8005,0.0,10.0,27
8006,0.0,10.0,27
8008,0.0,10.0,10
8009,0.0,10.0,10
8010,0.0,10.0,10
8011,0.0,10.0,60
8012,0.0,2.23,60
8015,0.0,10.0,76
8016,0.0,10.0,76
8019,5.3,10.0,18
8020,0.0,10.0,18
8021,0.0,9.99,18
8022,0.0,10.0,24
8023,0.0,9.86,24
8024,0.0,10.0,54
8025,0.0,9.15,54
8027,4.0,10.0,7
8028,0.0,10.0,7
8029,0.0,10.0,7
8030,0.0,10.0,7
8031,0.0,10.0,7
8032,0.45,10.0,78
8033,0.0,10.0,78
8034,0.0,2.43,78
8035,2.4,9.61,3
8036,2.0,8.01,17
8042,4.78,8.74,65
8045,0.0,10.0,44
8046,0.0,1.87,44
8047,0.14,10.0,60
8048,0.0,10.0,60
8049,0.0,10.0,60
8050,0.0,4.24,60
8054,3.21,6.79,19
8055,5.35,7.67,65
8063,1.51,10.0,73
8064,5.46,9.83,83
8065,0.0,10.0,76
8066,0.0,7.12,3
8067,0.0,3.0,44
8068,4.5,10.0,15
8069,0.0,5.5,15
8070,0.0,10.0,17
8073,5.84,7.69,62
8076,0.0,10.0,68
8077,0.0,10.0,68
8078,0.0,10.0,68
8079,0.0,10.0,68
8080,0.0,9.0,68
8081,0.0,8.93,23
8083,3.55,10.0,18
8084,0.0,10.0,18
8085,0.0,10.0,18
8086,0.0,10.0,18
8087,0.0,10.0,18
8088,1.06,4.06,7
8090,0.68,10.0,27
8091,0.0,10.0,27
8092,0.0,10.0,27
8094,0.0,10.0,11
8095,0.0,10.0,11
8096,0.0,10.0,11
8097,3.28,6.72,32
8098,2.69,10.0,57
8099,0.0,10.0,57
8101,0.0,10.0,49
8102,0.0,10.0,49
8103,0.0,10.0,49
8104,0.0,10.0,49
8105,2.09,7.9,41
8106,0.0,10.0,11
8107,0.0,10.0,11
8108,0.0,10.0,11
8109,0.0,10.0,11
8110,0.0,10.0,11
8111,0.0,10.0,39
8112,0.11,7.31,32
8113,0.0,10.0,49
8114,0.0,2.18,49
8115,0.0,10.0,24
8116,0.0,10.0,24
8117,0.0,10.0,24
8118,0.0,10.0,24
8119,0.0,10.0,24
8120,0.0,10.0,22
8121,0.0,10.0,22
8122,1.39,8.62,83
8123,0.0,10.0,55
8124,0.0,10.0,55
8125,0.0,10.0,55
8126,0.72,10.0,69
8127,0.0,9.28,69
8134,0.0,5.14,82
8135,0.28,10.0,13
8136,0.0,10.0,13
8137,0.0,10.0,13
8138,6.65,9.63,62
8147,0.07,10.0,36
8148,0.0,10.0,36
8149,0.0,10.0,36
8150,0.0,10.0,36
8151,0.0,10.0,36
8152,0.0,10.0,3
8153,0.0,10.0,3
8154,0.0,10.0,3
8156,0.0,5.66,39
8157,0.0,10.0,51
8158,0.0,5.48,51
8159,0.0,10.0,46
8160,0.0,10.0,17
8161,0.0,10.0,56
8162,0.0,10.0,56
8163,0.0,10.0,56
8164,0.0,10.0,56
8165,3.9,10.0,5
8166,1.1,8.89,39
8167,0.0,10.0,3
8168,0.0,10.0,3
8170,1.84,10.0,49
8171,0.0,10.0,49
8172,0.0,10.0,49
8173,0.0,10.0,49
8174,0.0,9.79,49
8175,3.74,10.0,26
8176,0.0,10.0,26
8177,0.0,10.0,26
8178,0.0,10.0,26
8179,0.0,10.0,26
8181,0.0,3.0,65
8182,0.0,10.0,69
8183,0.0,9.84,69
8191,1.58,8.41,15
8192,0.04,7.2,82
8193,0.0,10.0,3
8194,0.0,10.0,3
8195,0.0,10.0,82
8201,0.0,10.0,67
8202,0.0,10.0,67
8203,5.05,10.0,38
8204,0.0,10.0,38
8205,0.0,9.99,38
8206,0.0,9.92,12
8207,0.45,9.56,53
8209,3.3,10.0,13
8210,0.0,10.0,38
8211,0.0,10.0,18
8212,0.0,10.0,18
8215,0.0,5.18,24
8217,0.0,3.0,32
8218,2.97,10.0,67
8219,0.03,10.0,44
8220,0.0,8.47,79
8222,4.78,9.93,17
8226,0.0,10.0,38
8245,6.35,9.97,17
8246,0.0,10.0,40
8247,0.0,10.0,26
8248,0.0,10.0,26
8249,0.0,10.0,26
8250,0.0,10.0,26
8251,3.43,10.0,32
8252,0.0,10.0,32
8253,0.0,10.0,10
8254,0.0,6.76,10
8255,0.0,10.0,11
8257,4.53,10.0,26
8258,0.0,10.0,26
8259,0.0,10.0,26
8260,0.0,10.0,26
8261,0.42,9.58,70
8262,0.0,10.0,16
8263,0.0,10.0,53
8264,0.0,10.0,53
8265,0.0,10.0,53
8266,0.0,10.0,53
8267,0.0,10.0,53
8268,0.0,10.0,53
8269,1.96,3.09,7
8270,0.74,10.0,28
8271,0.0,2.13,32
8272,3.5,6.5,35
8273,0.0,10.0,3
8274,0.0,10.0,3
8275,0.0,10.0,3
8276,0.0,10.0,3
8277,0.0,10.0,3
8278,1.07,10.0,80
8279,0.0,10.0,80
8281,4.21,10.0,31
8282,0.0,10.0,31
8283,0.0,10.0,31
8284,0.0,9.99,31
8285,2.23,9.99,71
8286,0.0,10.0,14
8287,0.0,10.0,58
8288,0.0,10.0,58
8289,0.0,10.0,58
8290,1.06,9.96,32
8291,4.6,10.0,61
8292,0.0,5.39,61
8293,0.0,10.0,55
8294,0.0,10.0,55
8295,0.0,10.0,55
8296,0.0,10.0,55
8297,0.0,10.0,55
8305,0.0,10.0,10
8306,0.48,9.52,42
8307,0.0,8.86,84
8308,2.15,10.0,27
8309,0.0,7.85,27
8310,0.63,10.0,63
8311,0.0,10.0,63
8312,0.0,10.0,22
8313,1.74,10.0,13
8314,0.0,10.0,13
8315,0.0,10.0,13
8316,0.0,10.0,13
